transaction_id,amount,failure_reason,recommended_action,priority,reason
TXN10944,30101.9,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10945,973.89,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10946,1795.79,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10947,36047.08,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10948,48951.22,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10949,2203.76,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10950,25953.66,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10951,22377.3,NETWORK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10952,12526.42,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10953,9246.88,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10954,1535.9,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10955,43287.65,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10956,1537.0,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10957,12157.3,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10958,1473.19,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10959,576.81,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10960,46304.66,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10961,40914.96,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10962,7857.17,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10963,445.54,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10964,1554.07,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10965,33447.29,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10966,22073.39,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10967,47742.61,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10968,6478.04,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10969,28811.85,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10970,5633.37,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10971,35495.7,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10972,369.79,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10973,840.18,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10974,1087.92,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10975,24542.33,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10976,1648.03,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10977,6921.1,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10978,3370.43,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10979,5120.14,CARD_EXPIRED,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10980,25942.64,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10981,44126.92,NETWORK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10982,32853.58,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10983,501.82,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10984,2091.11,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10985,811.69,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10986,7516.92,INSUFFICIENT_FUNDS,PAYMENT_LINK,MEDIUM,Customer may need to arrange funds before retrying.
TXN10987,714.99,TEMPORARY_BANK_ERROR,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10988,41791.91,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10989,3000.5,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10990,7885.01,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10991,5458.42,TEMPORARY_BANK_ERROR,RETRY,HIGH,Failure appears temporary and may succeed on retry.
TXN10992,9532.12,UNKNOWN,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10993,21044.75,CARD_EXPIRED,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10994,40531.41,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10995,7868.24,AUTHENTICATION_FAILURE,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10996,1771.88,AUTHENTICATION_FAILURE,CUSTOMER_PROMPT,MEDIUM,Customer action is required to resolve the payment issue.
TXN10997,423.53,TEMPORARY_BANK_ERROR,RETRY,MEDIUM,Failure appears temporary and may succeed on retry.
TXN10998,11672.86,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
TXN10999,914.91,INSUFFICIENT_FUNDS,STOP_AND_ESCALATE,HIGH,Maximum automatic recovery attempts reached.
