transaction_id,ai_decision_explanation,ai_customer_message,explanation_source,message_source
TXN10103,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.",Payment recovery for ₹410.95 has been paused after multiple unsuccessful attempts. Our support team will review the case.,Local Fallback,Local Fallback
TXN10104,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1189, your payment of ₹1,819.03 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10105,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1295, your payment of ₹16,651.33 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10106,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1249, this is a reminder regarding your pending payment of ₹38,861.31. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10107,RecoverAI recommends a controlled retry because the failure is related to temporary bank error. The recovery score is 90/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1072, your payment of ₹33,803.12 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10108,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is temporary bank error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹29,819.65 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10109,RecoverAI recommends a reminder because the payment remains recoverable but does not require an immediate technical retry.,"Hi Customer 1011, this is a reminder regarding your pending payment of ₹1,940.86. Please complete the payment at your convenience.",Local Fallback,Local Fallback
TXN10110,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 80/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1088, your payment of ₹1,174.42 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10111,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1085, your payment of ₹7,544.71 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10112,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1102, your payment of ₹1,846.88 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10113,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1038, your payment of ₹265.61 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10114,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1226, your payment of ₹766.52 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10115,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is network error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹1,765.18 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
